Num_Of_OP_Claims_Total,income,beds,Weighted_Safety_Domain_Score,households,ip_avg_stay,cmi_recent_value,ip_total_costs,Total_Performance_Score,Num_Of_OP_Claims_Total_score,income_score,beds_score,households_score,ip_avg_stay_score,cmi_recent_value_score,ip_total_costs_score,Total_Performance_Score_score,Weighted_Safety_Domain_Score_score,model_score,GPO_Text__c_Vizient_score,is_preimer,is_intalere,is_vazient,beds_score_size,Account_id_x,Provider_Number_x,Definitive_ID,Customer_ID,initial_score,score_label,is_kids_hospital,Provider_Number_y,GPO_Affiliations,Hospital_Name,post_state_score_label,post_state_applied,post_HealthTrust_score_label,post_HealthTrust_applied,post_Vazient_and_kids_score_label,post_Vazient_and_kids_applied,final_score,Account_id_y,first_year_month_transaction,Daily_Revenue_mean_2018,Daily_Revenue_sum_2018,Total_Daily_Revenue,is_quva_customer,Provider_Number,Zip_Code,IDN,Definitive_IDN_ID,City,State_y,Territory,Assigned_Name,weighted_score,idn_average_beds,Number_of_Hospitals,idn_final_score_label,is_independent,Pharmacy_Costs,Provider_ID,Total_Costs,Total_Charges,Pharmacy_Total_Cost,Longitude,Latitude,Num_Of_OP_Claims_Total_bucket,income_bucket,beds_bucket,households_bucket,ip_avg_stay_bucket,cmi_recent_value_bucket,ip_total_costs_bucket,Total_Performance_Score_bucket,Weighted_Safety_Domain_Score_bucket
2550,88.055,158,3.281,10176,5,1.401,16946149,21.536,0.167,0.667,0.375,0.25,1,0.333,0,0,0,50.833,1,1,0,0,66.667,0014100000X1Un0AAF,370091*,3365,9856,54,B,FALSE,370091*,Premier Inc,Saint Francis Hospital South,B,FALSE,B,FALSE,B,FALSE,B,0014100000X1Un0AAF,16-Jul,7629.556,53406.89,169445.29,TRUE,370091*,74133,Saint Francis Health System,7235,TULSA,OK,Dallas,"Ballew,Ho",0.071,1767,9,C,FALSE,,370091*,65595945,309757081,4814202,-95.8841,36.0467,"(1001.0, 5000.0]","(80.564, 141.836]","(150.0, 254.456]","(5323.096, 15075.413]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2457,88.055,40,14.4,10176,3,2.095,2816369,52.733,0.167,0.667,0,0.25,1,0.667,0.333,0.5,0.429,57.202,1,0,1,1,22.222,,370190,3362,nan,50.206,B,FALSE,370190,"Intalere (FKA: Amerinet), Magnet Group, Vizient",Cancer Treatment Centers of America at Southwestern Regional Medical Center,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,370190,74133,Cancer Treatment Centers of America,7188,TULSA,OK,Dallas,"Ballew,Ho",0.102,393,5,D,FALSE,1759627,370190,112774323,493618959,1759627,-95.8841,36.0467,"(1001.0, 5000.0]","(80.564, 141.836]","(3.0, 50.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(39.828, 63.414]","(12.618, 14.957]"
4576,88.055,180,5.333,10176,6,1.689,16894024,18.25,0.167,0.667,0.375,0.25,1,0.333,0,0,0.143,22.262,0,0,0,0,77.778,,370202,3363,nan,33.365,D,FALSE,370202,HealthTrust Purchasing Group (HPG),Hillcrest Hospital South (FKA Southcrest Hospital),D,FALSE,D,TRUE,D,FALSE,D,,,,,,FALSE,370202,74133,Hillcrest Healthcare System,541949,TULSA,OK,Dallas,"Ballew,Ho",0.185,973,7,D,FALSE,6586259,370202,135051700,754902974,7071523,-95.8841,36.0467,"(1001.0, 5000.0]","(80.564, 141.836]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
0,56.128,60,0,4438,2,1.03,8104153,24.583,0,0.333,0.125,0,1,0,0,0,0,9.583,0,0,0,0,33.333,,374024,581807,nan,14.333,D,FALSE,374024,HealthTrust Purchasing Group (HPG),Shadow Mountain Behavioral Health System,D,FALSE,D,TRUE,D,FALSE,D,,,,,,FALSE,374024,74133,Universal Health Services,7055,TULSA,OK,Dallas,"Ballew,Ho",0.003,18231,142,D,FALSE,,374024,24093808,66548333,0,-95.8841,36.0467,"(0.0, 1001.0]","(48.525, 80.564]","(50.0, 100.0]","(0.0, 5323.096]","(6.546, 10.75]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,16.25,0,0,0,0,55.556,,373035,928179,nan,24.111,D,FALSE,373035,,PAM Rehabilitation Hospital of Tulsa,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,373035,74133,Post Acute Medical,577429,TULSA,OK,Dallas,"Ballew,Ho",0.097,1612,25,D,FALSE,,,,,,-95.8841,36.0467,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
3393,123.384,88,11.667,6777,4,1.468,8666175,45,0.167,0.667,0.125,0.25,1,0.333,0,0.5,0.286,53.69,1,0,1,1,33.333,0014100001cId60AAC,220108,1959,10817,49.619,B,FALSE,220108,"Magnet Group, Vizient, Intalere (FKA: Amerinet)",Beth Israel Deaconess Hospital - Milton (FKA: Milton Hospital),B,FALSE,B,FALSE,B,FALSE,B,0014100001cId60AAC,18-May,91.125,182.25,182.25,TRUE,220108,2186,Beth Israel Deaconess Health System,7011,MILTON,MA,Boston,"Mckeon, Pa",0.08,1094,4,C,FALSE,1519492,220108,99027774,264450248,1596922,-71.0771,42.2537,"(1001.0, 5000.0]","(80.564, 141.836]","(50.0, 100.0]","(5323.096, 15075.413]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(39.828, 63.414]","(10.0, 12.618]"
12106,54.157,301,13.333,7272,6,1.779,26675342,49.333,0.5,0.333,0.5,0.25,1,0.333,0,0.5,0.429,60.536,1,0,0,1,88.889,0014100001fCiBhAAK,340131,2962,10894,66.206,A,FALSE,340131,Vizient,CarolinaEast Medical Center,A,FALSE,A,FALSE,A,FALSE,A,0014100001fCiBhAAK,18-May,914.4,2743.2,2743.2,TRUE,340131,28561,,-1,NEW BERN,NC,Carolinas,"Hubbard,Ad",,,,,TRUE,,340131,232833353,879435328,0,-77.0759,35.1037,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(39.828, 63.414]","(12.618, 14.957]"
336,52.46,415,0,2268,8,1.923,143904002,0,0,0.333,0.5,0,0,0.667,0,0,0,41.667,1,0,1,1,100,0014100000X1UpnAAF,223302,1979,10225,53.333,B,TRUE,223302,"Intalere (FKA: Amerinet), Magnet Group, Vizient",Boston Childrens Hospital,B,FALSE,B,FALSE,A,TRUE,A,0014100000X1UpnAAF,17-Apr,132668.977,796013.86,1123840.36,TRUE,223302,2115,,-1,BOSTON,MA,Boston,"Mckeon, Pa",,,,,TRUE,77823404,223302,914835467,1842175353,77823404,-71.0922,42.3427,"(0.0, 1001.0]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
18122,52.46,763,6,2268,7,2.217,237271845,39.333,0.5,0.333,0.5,0,0,0.667,0,0,0.143,50.595,1,0,0,1,100,,220110,1969,10316,60.476,B,FALSE,220110,Vizient,Brigham and Womens Hospital,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,220110,2115,Partners HealthCare,7001,BOSTON,MA,Boston,"Mckeon, Pa",0.198,3673,15,B,FALSE,154594005,220110,1723281515,6446590876,164477361,-71.0922,42.3427,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
5324,82.727,164,12.333,13422,5,1.436,29006754,39.5,0.333,0.667,0.375,0.25,1,0.333,0,0,0.286,56.19,1,0,1,1,77.778,0014100001bJjuFAAS,220060,1964,10777,60.508,B,FALSE,220060,"Magnet Group, Vizient, Intalere (FKA: Amerinet)",Beth Israel Deaconess Hospital - Plymouth,B,FALSE,B,FALSE,B,FALSE,B,0014100001bJjuFAAS,18-Apr,934.815,3739.26,3739.26,TRUE,220060,2360,Beth Israel Deaconess Health System,7011,PLYMOUTH,MA,Boston,"Mckeon, Pa",0.15,1094,4,C,FALSE,26782593,220060,221107901,592307240,32734186,-70.642,41.9104,"(5000.0, 9140.479]","(80.564, 141.836]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(10.0, 12.618]"
1990,54.222,46,0,6494,3,1.298,2609230,30.729,0.167,0.333,0,0.25,1,0.333,0.333,0,0,45.417,1,0,1,1,22.222,0014100001gCGSVAA4,200041,1855,10897,40.778,C,FALSE,200041,"Intalere (FKA: Amerinet), Vizient",Inland Hospital,C,FALSE,C,FALSE,C,FALSE,C,0014100001gCGSVAA4,18-Jun,355.2,355.2,355.2,TRUE,200041,4901,Eastern Maine Healthcare System (EMHS),7126,WATERVILLE,ME,Boston,"Mckeon, Pa",0.056,824,8,C,FALSE,676982,200041,60045851,116257963,3480277,-69.6178,44.5543,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 50.0]","(5323.096, 15075.413]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
1512,46.957,52,13.333,3328,3,1.484,2994327,43.333,0.167,0,0.125,0,1,0.333,0.333,0.5,0.429,48.869,1,0,0,1,22.222,0014100001b9gllAAA,370019,3255,10765,43.54,C,FALSE,370019,Vizient,Great Plains Regional Medical Center,C,FALSE,C,FALSE,C,FALSE,C,0014100001b9gllAAA,18-Jun,397.14,794.28,794.28,TRUE,370019,73644,,-1,ELK CITY,OK,Dallas,"Ballew,Ho",,,,,TRUE,1886125,370019,35369450,121259301,1886125,-99.4211,35.4104,"(1001.0, 5000.0]","(0.0, 48.525]","(50.0, 100.0]","(0.0, 5323.096]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(39.828, 63.414]","(12.618, 14.957]"
20984,0,402,0,0,6,2.211,63639051,0,0.5,0,0.5,0,1,0.667,0,0,0,50.833,1,0,1,1,100,0014100001dU3juAAC,300003,2625,10822,60.667,B,FALSE,300003,"Intalere (FKA: Amerinet), Vizient, Afaxys, Greenhealth Exchange, Provista",Dartmouth-Hitchcock Medical Center,B,FALSE,B,FALSE,B,FALSE,B,0014100001dU3juAAC,18-Jun,3052.08,6104.16,6104.16,TRUE,300003,3756,Dartmouth-Hitchcock Health,7107,LEBANON,NH,Boston,"Mckeon, Pa",0.366,940,7,C,FALSE,14074885,300003,852498158,2560796732,14074885,-72.2518,43.6423,"(9140.479, 35608.014]","(0.0, 48.525]","(254.456, 1532.489]","(0.0, 5323.096]","(6.546, 10.75]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2550,57.561,158,3.281,4835.441,5,1.401,16946149,21.536,0.167,0.333,0.375,0,1,0.333,0,0,0,46.25,1,0,0,1,66.667,,300003*,553352,nan,50.333,B,TRUE,300003*,"Vizient, Afaxys, Greenhealth Exchange, Provista",Childrens Hospital at Dartmouth,B,FALSE,B,FALSE,A,TRUE,A,,,,,,FALSE,300003*,3756,Dartmouth-Hitchcock Health,7107,LEBANON,NH,Boston,"Mckeon, Pa",0.144,940,7,C,FALSE,,,,,,-72.2518,43.6423,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,56.222,25,0,3578,1,1.045,1744270,0,0,0.333,0,0,1,0,0.333,0,0,40,1,0,1,1,11.111,0014100001dU3jvAAC,301308,2639,10823,34.222,D,FALSE,301308,"Intalere (FKA: Amerinet), Magnet Group, Vizient",Valley Regional Hospital,D,FALSE,D,FALSE,D,FALSE,D,0014100001dU3jvAAC,18-Jun,72.575,145.15,145.15,TRUE,301308,3743,,-1,CLAREMONT,NH,Boston,"Mckeon, Pa",,,,,TRUE,751289,301308,31145508,52503557,757569,-72.3422,43.3679,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(6.546, 10.75]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
4744,59.318,124,12.333,5652,5,1.479,22698701,42.417,0.167,0.333,0.25,0.25,1,0.333,0,0.5,0.286,51.607,1,0,0,1,44.444,0014100001KDwZUAA1,470005,4251,10656,50.175,B,FALSE,470005,Vizient,Rutland Regional Medical Center,B,FALSE,B,FALSE,B,FALSE,B,0014100001KDwZUAA1,18-May,918.7,2756.1,2756.1,TRUE,470005,5701,,-1,RUTLAND,VT,Boston,"Mckeon, Pa",,,,,TRUE,16996019,470005,204215277,409890800,14662842,-72.9708,43.6141,"(1001.0, 5000.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(39.828, 63.414]","(10.0, 12.618]"
0,61.677,236,0,7390,6,1.439,32472089,0,0,0.333,0.375,0.25,1,0.333,0,0,0,45,1,0,0,1,88.889,0014100000oNZEKAA4,210056,1912,10441,53.778,B,FALSE,210056,Vizient,MedStar Good Samaritan Hospital,B,FALSE,B,FALSE,B,FALSE,B,0014100000oNZEKAA4,17-Oct,4252.759,29769.31,49486.87,TRUE,210056,21239,MedStar Health,4722,BALTIMORE,MD,Washington DC,"Hubbard,Ad",0.084,2819,11,B,FALSE,9499848,210056,223185168,311054364,9499848,-76.5891,39.361,"(0.0, 1001.0]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
7525,65.045,272,3.333,6496,5,1.532,22146109,35.583,0.333,0.333,0.5,0.25,1,0.333,0,0,0,51.25,1,0,0,1,88.889,0014100000dWp2qAAC,110001,1068,10306,58.778,B,FALSE,110001,Vizient,Hamilton Medical Center (AKA Hamilton Health System),B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,110001,30720,,-1,DALTON,GA,Atlanta,OTHER,,,,,TRUE,17382941,110001,171303737,908886412,17409717,-84.9875,34.7635,"(5000.0, 9140.479]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
10472,88.961,368,6.333,4068,5,1.383,93937007,39.583,0.5,0.667,0.5,0,1,0.333,0,0,0.143,57.262,1,0,0,1,100,0014100000X1UpJAAV,220100,1960,10195,65.81,A,FALSE,220100,Vizient,South Shore Hospital (AKA South Shore Health),A,FALSE,A,FALSE,A,FALSE,A,0014100000X1UpJAAV,17-Mar,8944.274,62609.92,217757.28,TRUE,220100,2190,,-1,SOUTH WEYMOUTH,MA,Boston,"Mckeon, Pa",,,,,TRUE,23422904,220100,487553647,1072530121,23756522,-70.9495,42.1751,"(9140.479, 35608.014]","(80.564, 141.836]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
11672,0,385,0,0,5,1.735,34182040,0,0.5,0,0.5,0,1,0.333,0,0,0,19.167,0,0,0,0,100,0014100000X1UptAAF,40062,283,10231,35.333,D,FALSE,40062,Resource Optimization and Innovation (ROi),Mercy Hospital - Fort Smith (FKA St Edward Mercy Medical Center),D,FALSE,D,FALSE,D,FALSE,D,0014100000X1UptAAF,17-Apr,3658.629,25610.4,95229.13,TRUE,40062,72917,Mercy (MO),7027,FORT SMITH,AR,Chicago,"Williams,Ly",0.073,4788,39,D,FALSE,22771404,40062,224655566,851464431,22771404,-94.3985,35.3859,"(9140.479, 35608.014]","(0.0, 48.525]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2583,0,237,0,0,6,1.664,8201130,0,0.167,0,0.375,0,1,0.333,0,0,0,42.917,1,0,0,1,88.889,0014100000X1UlxAAF,450469,3980,8544,52.111,B,FALSE,450469,Vizient,Wilson N Jones Regional (FKA Texas Health Presbyterian Hospital - WNJ),B,FALSE,B,FALSE,B,FALSE,B,0014100000X1UlxAAF,17-Jun,94,188,1140.6,TRUE,450469,75092,Alecto Healthcare Services,780811,SHERMAN,TX,Dallas,"Ballew,Ho",0.213,1114,6,B,FALSE,4412755,450469,74190784,353278530,4412755,-96.6184,33.6372,"(1001.0, 5000.0]","(0.0, 48.525]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,56.128,24,0,4438,5,1.033,1722848,24.583,0,0.333,0,0,1,0,0.333,0,0,10,0,0,0,0,11.111,,673041,560449,nan,10.222,D,FALSE,673041,,Carrus Rehabilitation Hospital,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,673041,75092,Carrus Hospitals,560450,SHERMAN,TX,Dallas,"Ballew,Ho",0.6,40,2,D,FALSE,373639,673041,7946190,25576402,376522,-96.6184,33.6372,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,56.128,16,0,4438,15,1.191,2363560,24.583,0,0.333,0,0,0,0.333,0.333,0,0,36.667,1,0,0,1,11.111,,452041,5952,nan,31.556,D,FALSE,452041,Vizient,Carrus Specialty Hospital,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,452041,75092,Carrus Hospitals,560450,SHERMAN,TX,Dallas,"Ballew,Ho",0.4,40,2,D,FALSE,,452041,11329985,47484521,0,-96.6184,33.6372,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,46.25,1,1,0,0,55.556,,000nan,841699,nan,48.111,C,FALSE,000nan,Premier Inc,TMC Behavioral Health Center,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,000nan,75092,Universal Health Services,7055,SHERMAN,TX,Dallas,"Ballew,Ho",0.008,18231,142,D,FALSE,,000nan,263793813,1004965429,11524023,-96.6184,33.6372,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,16.25,0,0,0,0,55.556,,455790,841644,nan,24.111,D,FALSE,455790,,Wilson N Jones Regional Medical Center Behavioral Health,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,455790,75092,,-1,SHERMAN,TX,Dallas,"Ballew,Ho",,,,,TRUE,,,,,,-96.6184,33.6372,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2797,62.141,215,0,3902,4,1.539,13547867,38.125,0.167,0.333,0.375,0,1,0.333,0,0,0,46.25,1,0,0,1,88.889,0014100000X1UmFAAV,530002,4601,9140,54.778,B,FALSE,530002,Vizient,Campbell County Memorial Hospital,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,530002,82716,,-1,GILLETTE,WY,Denver,"Ramirez,Ma",,,,,TRUE,10516309,530002,119204499,250963820,10516309,-105.4974,44.282,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
3281,83.698,399,6.333,531,7,1.579,50882900,25.583,0.167,0.667,0.5,0,0,0.333,0,0,0.143,47.262,1,0,1,1,100,0014100000X1Un3AAF,390290,3564,9866,57.81,B,FALSE,390290,"Intalere (FKA: Amerinet), Vizient",Hahnemann University Hospital,B,FALSE,B,FALSE,B,FALSE,B,0014100000X1Un3AAF,16-Jul,1566.617,4699.85,43141.82,TRUE,390290,19102,Paladin Healthcare,853435,PHILADELPHIA,PA,Philadelphia,"Demetra,Mi",0.512,780,3,B,FALSE,26878361,390290,344168065,3704543617,26878361,-75.1661,39.9489,"(1001.0, 5000.0]","(80.564, 141.836]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
0,56.128,96,0,4438,9,1.298,10562474,24.583,0,0.333,0.125,0,0,0.333,0,0,0,6.25,0,0,0,0,44.444,,393038,5529,nan,13.889,D,FALSE,393038,Magnet Group,Magee Rehabilitation Hospital,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,393038,19102,,-1,PHILADELPHIA,PA,Philadelphia,"Demetra,Mi",,,,,TRUE,2139028,393038,58791266,141643329,2139028,-75.1661,39.9489,"(0.0, 1001.0]","(48.525, 80.564]","(50.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
19285,36.478,675,7.667,7265,6,2.113,107877709,47.417,0.5,0,0.5,0.25,1,0.667,0,0.5,0.143,56.012,1,0,1,1,100,0014100001EikOgAAJ,140119,1149,10586,64.81,A,FALSE,140119,"Vizient, Intalere (FKA: Amerinet)",Rush University Medical Center,A,FALSE,A,FALSE,A,FALSE,A,0014100001EikOgAAJ,17-Dec,7912.084,39560.42,40810.42,TRUE,140119,60612,Rush (AKA Rush Health),7233,CHICAGO,IL,Chicago,"Williams,Ly",0.418,1613,5,A,FALSE,127965266,140119,962922936,3637600650,127965266,-87.6873,41.8805,"(9140.479, 35608.014]","(0.0, 48.525]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(39.828, 63.414]","(5.0, 10.0]"
4168,36.478,448,5,7265,6,1.404,103299338,48.25,0.167,0,0.5,0.25,1,0.333,0,0.5,0,47.917,1,1,1,1,100,,140124,1140,nan,58.333,B,FALSE,140124,"Intalere (FKA: Amerinet), Vizient, Premier Inc",John H Stroger Hospital,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,140124,60612,Cook County Health & Hospitals System,7197,CHICAGO,IL,Chicago,"Williams,Ly",0.947,473,2,C,FALSE,,140124,954580706,1315185922,0,-87.6873,41.8805,"(1001.0, 5000.0]","(0.0, 48.525]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(39.828, 63.414]","(0.0, 5.0]"
7893,36.478,517,5.667,7265,7,1.99,83491408,26.833,0.333,0,0.5,0.25,0,0.667,0,0,0.143,46.012,1,0,0,1,100,,140150,1142,nan,56.81,B,FALSE,140150,Vizient,University Of Illinois Hospital,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,140150,60612,University of Illinois Hospital & Health Sciences System (AKA UI Health),939855,CHICAGO,IL,Chicago,"Williams,Ly",0.768,673,2,C,FALSE,51488978,140150,807727038,2471648695,51488978,-87.6873,41.8805,"(5000.0, 9140.479]","(0.0, 48.525]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.897, 2.489]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,46.25,1,0,0,1,55.556,,149805,854763,nan,48.111,C,TRUE,149805,Vizient,Childrens Hospital University of Illinois,C,FALSE,C,FALSE,B,TRUE,B,,,,,,FALSE,149805,60612,University of Illinois Hospital & Health Sciences System (AKA UI Health),939855,CHICAGO,IL,Chicago,"Williams,Ly",0.232,673,2,C,FALSE,,,,,,-87.6873,41.8805,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,16.25,0,0,0,0,55.556,,14003F,1155,nan,24.111,D,FALSE,14003F,Department of Veterans Affairs,Jesse Brown VA Medical Center,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,14003F,60612,VA Great Lakes Health Care System (VISN 12),541806,CHICAGO,IL,Chicago,"Williams,Ly",0.125,1248,8,D,FALSE,,,,,,-87.6873,41.8805,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,46.25,1,0,1,1,55.556,,149803,854757,nan,48.111,C,TRUE,149803,"Vizient, Intalere (FKA: Amerinet)",Rush University Childrens Hospital (FKA Rush Childrens Hospital),C,FALSE,C,FALSE,B,TRUE,B,,,,,,FALSE,149803,60612,Rush (AKA Rush Health),7233,CHICAGO,IL,Chicago,"Williams,Ly",0.097,1613,5,A,FALSE,,,,,,-87.6873,41.8805,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
10879,0,213,0,0,5,1.749,21306591,0,0.5,0,0.375,0,1,0.333,0,0,0,17.917,0,0,0,0,88.889,0014100000sOBABAA4,40026,249,10493,32.111,D,FALSE,40026,HealthTrust Purchasing Group (HPG),CHI St Vincent Hot Springs (FKA Mercy Hospital Hot Springs),D,FALSE,D,TRUE,D,FALSE,D,,,,,,FALSE,40026,71913,CHI St Vincent (St Vincent Health System),7273,HOT SPRINGS NATIONAL PARK,AR,Chicago,"Williams,Ly",0.227,937,6,D,FALSE,10332024,40026,180272634,906612817,10332024,-93.043,34.4689,"(9140.479, 35608.014]","(0.0, 48.525]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
