Num_Of_OP_Claims_Total,income,beds,Weighted_Safety_Domain_Score,households,ip_avg_stay,cmi_recent_value,ip_total_costs,Total_Performance_Score,Num_Of_OP_Claims_Total_score,income_score,beds_score,households_score,ip_avg_stay_score,cmi_recent_value_score,ip_total_costs_score,Total_Performance_Score_score,Weighted_Safety_Domain_Score_score,model_score,GPO_Text__c_Vizient_score,is_preimer,is_intalere,is_vazient,beds_score_size,initial_score,score_label,is_kids_hospital,Provider_Number,GPO_Affiliations,Hospital_Name_x,post_state_score_label,post_HealthTrust_score_label,post_Vazient_and_kids_score_label,post_state_applied,post_HealthTrust_applied,post_Vazient_and_kids_applied,final_score,Daily_Revenue_sum_2018,Daily_Revenue_mean_2018,first_year_month_transaction,Total_Daily_Revenue,is_quva_customer,Zip_Code,IDN,Definitive_IDN_ID,City,State_y,Territory,Assigned_Name,weighted_score,idn_average_beds,Number_of_Hospitals,is_independent,Longitude,Latitude,Num_Of_OP_Claims_Total_bucket,income_bucket,beds_bucket,households_bucket,ip_avg_stay_bucket,cmi_recent_value_bucket,ip_total_costs_bucket,Total_Performance_Score_bucket,Weighted_Safety_Domain_Score_bucket
0,73.309,101,3.359,10530,6.386,1.094,8935036,21.597,0,0.333,0.2,0.25,1,0,0,0,0,41.583,1,0,1,1,22.222,37.711,C,FALSE,440231,"Intalere (FKA: Amerinet), Vizient",TrustPoint Hospital of Murfreesboro,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,37129,Acadia Healthcare,7230,MURFREESBORO,TN,Atlanta,OTHER,0.039,96.741,27,FALSE,-86.4181,35.871,"(0.0, 1001.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(6.546, 10.75]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
5592.875,73.309,305,5.667,10530,4.48,1.448,25360280,19.667,0.333,0.333,0.6,0.25,1,0.333,0,0,0.143,23.679,0,0,0,0,35.556,26.054,D,FALSE,440053,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),Saint Thomas Rutherford Hospital (FKA Middle Tennessee Medical Center),D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,37129,Saint Thomas Health,274287,MURFREESBORO,TN,Atlanta,OTHER,0.209,162.111,9,FALSE,-86.4181,35.871,"(5000.0, 9140.479]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
1018.75,51.876,49,11.5,7368,3.156,1.438,1695502,23.75,0.167,0.333,0,0.25,1,0.333,0.333,0,0.286,18.274,0,0,0,0,13.333,17.286,D,FALSE,440137,HealthTrust Purchasing Group (HPG),Tennova Healthcare - Shelbyville (FKA: Heritage Medical Center),D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,37160,Tennova Healthcare,7247,SHELBYVILLE,TN,Atlanta,OTHER,0.024,144.643,14,FALSE,-86.4624,35.4863,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(10.0, 12.618]"
2314.125,69.77,109,15,9622,3.864,1.631,7786053,37.333,0.167,0.333,0.2,0.25,1,0.333,0,0,0.571,21.464,0,0,0,0,22.222,21.616,D,FALSE,440227,HealthTrust Purchasing Group (HPG),TriStar StoneCrest Medical Center,D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,37167,TriStar Health,550190,SMYRNA,TN,Atlanta,OTHER,0.047,210.909,11,FALSE,-86.5048,35.9656,"(1001.0, 5000.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(14.957, 16.546]"
1843.125,61.444,109,15,6934,4.648,1.584,6321528,35.667,0.167,0.333,0.2,0.25,1,0.333,0,0,0.571,51.464,1,0,0,1,22.222,45.616,B,FALSE,440065,"Magnet Group, Vizient",Northcrest Medical Center,B,B,B,FALSE,FALSE,FALSE,B,,,-1,,FALSE,37172,,-1,SPRINGFIELD,TN,Atlanta,OTHER,,,,TRUE,-86.8769,36.5018,"(1001.0, 5000.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(14.957, 16.546]"
0,53.078,25,3.359,2396,2.098,0.834,636155,21.597,0,0.333,0,0,1,0,0.333,0,0,10,0,0,0,0,4.444,8.889,D,FALSE,441303,"HealthTrust Purchasing Group (HPG), Magnet Group",Three Rivers Hospital,D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,37185,,-1,WAVERLY,TN,Atlanta,OTHER,,,,TRUE,-87.7991,36.0997,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
284.5,48.954,52,3.359,2331,3.326,1.146,1578673,21.597,0,0.333,0,0,1,0,0.333,0,0,10,0,0,0,0,13.333,10.667,D,FALSE,440200,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),Saint Thomas Stones River Hospital (FKA Stones River Hospital),D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,37190,Saint Thomas Health,274287,WOODBURY,TN,Atlanta,OTHER,0.036,162.111,9,FALSE,-86.05,35.8143,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,28.276,23,3.359,2124,0.278,3.017,6059049,82.727,0,0,0,0,1,0,0,0,0,5,0,0,0,0,4.444,4.889,D,FALSE,440218,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),Saint Thomas Hospital for Specialty Surgery (FKA The Hospital For Spinal Surgery),D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,37203,Saint Thomas Health,274287,NASHVILLE,TN,Atlanta,OTHER,0.016,162.111,9,FALSE,-86.7916,36.1504,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
7342.875,28.276,657,5.667,2124,5.786,2.068,66026892,30.833,0.333,0,0.6,0,1,0.667,0,0,0.143,20.762,0,0,0,0,40,24.61,D,FALSE,440161,HealthTrust Purchasing Group (HPG),TriStar Centennial Medical Center,D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,37203,TriStar Health,550190,NASHVILLE,TN,Atlanta,OTHER,0.283,210.909,11,FALSE,-86.7916,36.1504,"(5000.0, 9140.479]","(0.0, 48.525]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
0,56.128,70,3.359,4438,27.764,1.444,8093281,24.583,0,0.333,0,0,0,0.333,0,0,0,35,1,0,0,1,17.778,31.556,D,FALSE,442011,Vizient,Select Specialty Hospital - Nashville,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,37203,Select Medical Corporation,7013,NASHVILLE,TN,Atlanta,OTHER,0.016,48.198,91,FALSE,-86.7916,36.1504,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
3281.125,42.613,353,5.333,9597,5.972,1.654,32265318,16.833,0.167,0,0.6,0.25,1,0.333,0,0,0.143,17.845,0,0,0,0,35.556,21.387,D,FALSE,440006,HealthTrust Purchasing Group (HPG),TriStar Skyline Medical Center,D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,37207,TriStar Health,550190,NASHVILLE,TN,Atlanta,OTHER,0.152,210.909,11,FALSE,-86.774,36.2195,"(1001.0, 5000.0]","(0.0, 48.525]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
669.25,30.654,114,3.359,3448,3.996,1.469,8046540,21.597,0,0,0.2,0,1,0.333,0,0,0,38.667,1,0,0,1,22.222,35.378,C,FALSE,440111,"Magnet Group, Vizient",Nashville General Hospital at Meharry,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,37208,,-1,NASHVILLE,TN,Atlanta,OTHER,,,,TRUE,-86.8076,36.1762,"(0.0, 1001.0]","(0.0, 48.525]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
2101.125,59.713,119,12.667,15305,5.142,1.761,10401471,36.667,0.167,0.333,0.2,0.5,1,0.333,0,0,0.429,21.286,0,0,0,0,22.222,21.473,D,FALSE,440197,HealthTrust Purchasing Group (HPG),Tristar Southern Hills Medical Center,D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,37211,TriStar Health,550190,NASHVILLE,TN,Atlanta,OTHER,0.051,210.909,11,FALSE,-86.724,36.0725,"(1001.0, 5000.0]","(48.525, 80.564]","(100.0, 150.0]","(15075.413, 20805.224]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(12.618, 14.957]"
0,45.703,25,3.359,4486,2.51,1.197,1242194,21.597,0,0,0,0,1,0.333,0.333,0,0,8.333,0,0,0,0,4.444,7.556,D,FALSE,441310,,Rhea Medical Center,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,37321,,-1,DAYTON,TN,Atlanta,OTHER,,,,TRUE,-85.0135,35.5002,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
1259,54.618,59,12.667,5744,1.898,1.252,2654449,21.417,0.167,0.333,0,0.25,1,0.333,0.333,0,0.429,19.702,0,0,0,0,13.333,18.429,D,FALSE,440102,"HealthTrust Purchasing Group (HPG), Magnet Group",Lincoln County Health System (AKA Lincoln Medical Center),D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,37334,,-1,FAYETTEVILLE,TN,Atlanta,OTHER,,,,TRUE,-86.5664,35.1527,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(12.618, 14.957]"
0,44.695,25,3.359,2621,2.214,0.946,868216,21.597,0,0,0,0,1,0,0.333,0,0,36.667,1,1,0,1,4.444,30.222,D,FALSE,441306,"Vizient, Premier Inc",Erlanger Bledsoe Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,37367,Erlanger Health System,7120,PIKEVILLE,TN,Atlanta,OTHER,0.037,341,2,FALSE,-85.2077,35.6408,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
3380.25,54.128,96,4.333,6833,5.5,1.465,6491582,28.75,0.167,0.333,0,0.25,1,0.333,0,0,0,13.75,0,0,0,0,22.222,15.444,D,FALSE,440144,HealthTrust Purchasing Group (HPG),Tennova Healthcare - Harton (FKA: Harton Regional Medical Center),D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,37388,Tennova Healthcare,7247,TULLAHOMA,TN,Atlanta,OTHER,0.047,144.643,14,FALSE,-86.22,35.3468,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(5323.096, 15075.413]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2701.125,55.229,198,14.5,4172,4.882,1.342,7887169,40.083,0.167,0.333,0.4,0,1,0.333,0,0.5,0.429,23.286,0,0,0,0,31.111,24.851,D,FALSE,440058,HealthTrust Purchasing Group (HPG),Southern Tennessee Regional Health System - Winchester,D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,37398,Southern Tennessee Regional Health System,825816,WINCHESTER,TN,Atlanta,OTHER,0.505,130.667,3,FALSE,-86.113,35.1864,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(39.828, 63.414]","(12.618, 14.957]"
11700.125,38.714,657,8.333,403,6.034,1.97,66209062,20.417,0.5,0,0.6,0,1,0.667,0,0,0.143,53.262,1,1,0,1,40,50.61,B,FALSE,440104,"Vizient, Premier Inc",Erlanger Baroness Hospital (FKA: Erlanger Medical Center - Baroness Campus),B,B,B,FALSE,FALSE,FALSE,B,,,-1,,FALSE,37403,Erlanger Health System,7120,CHATTANOOGA,TN,Atlanta,OTHER,0.963,341,2,FALSE,-85.2965,35.045,"(9140.479, 35608.014]","(0.0, 48.525]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
0,56.128,109,3.359,4438,7.332,1.181,10045948,24.583,0,0.333,0.2,0,0,0,0,0,0,35.333,1,1,0,1,22.222,32.711,D,FALSE,443025,"Premier Inc, Vizient",Siskin Hospital For Physical Rehab,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,37403,,-1,CHATTANOOGA,TN,Atlanta,OTHER,,,,TRUE,-85.2965,35.045,"(0.0, 1001.0]","(48.525, 80.564]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
7172,36.221,472,7.667,3133,5.828,1.701,32241641,26.583,0.333,0,0.6,0,1,0.333,0,0,0.143,19.095,0,0,0,0,40,23.276,D,FALSE,440156,HealthTrust Purchasing Group (HPG),Parkridge Medical Center,D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,37404,Parkridge Health System,955251,CHATTANOOGA,TN,Atlanta,OTHER,1,472,1,FALSE,-85.2722,35.0306,"(5000.0, 9140.479]","(0.0, 48.525]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
16432.375,36.221,444,5,3133,5.508,1.966,38511780,41.667,0.5,0,0.6,0,1,0.667,0,0.5,0,24.333,0,0,0,0,40,27.467,D,FALSE,440091,HealthTrust Purchasing Group (HPG),CHI Memorial Hospital - Chattanooga,D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,37404,CHI Memorial (FKA Memorial Health Care System),274191,CHATTANOOGA,TN,Atlanta,OTHER,0.959,231.5,2,FALSE,-85.2722,35.0306,"(9140.479, 35608.014]","(0.0, 48.525]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(15070.302, 6021665.45]","(39.828, 63.414]","(0.0, 5.0]"
0,56.128,69,3.359,4438,6.756,1.1,2317797,24.583,0,0.333,0,0,0,0,0.333,0,0,35,1,0,0,1,17.778,31.556,D,FALSE,443032,Vizient,Healthsouth Chattanooga Rehab Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,37404,Encompass Health Corporation (FKA HealthSouth),7277,CHATTANOOGA,TN,Atlanta,OTHER,0.008,69.202,119,FALSE,-85.2722,35.0306,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
4789.375,49.201,285,11.333,11241,5.606,1.651,21942300,34.083,0.167,0.333,0.6,0.25,1,0.333,0,0,0.286,52.607,1,0,1,0,35.556,49.197,B,FALSE,440012,"Health Resource Services, Intalere (FKA: Amerinet)",Bristol Regional Medical Center (FKA Wellmont Bristol Regional Medical Center),B,B,B,FALSE,FALSE,FALSE,B,,,-1,,FALSE,37620,Ballad Health,963398,BRISTOL,TN,Chicago,"Williams,Ly",0.094,159.684,18,FALSE,-82.1819,36.5686,"(1001.0, 5000.0]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(10.0, 12.618]"
0,56.128,33,3.359,4438,18.698,1.425,3159126,24.583,0,0.333,0,0,0,0.333,0.333,0,0,36.667,1,0,0,1,8.889,31.111,D,FALSE,442016,Vizient,Select Specialty Hospital - Tri Cities,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,37620,Select Medical Corporation,7013,BRISTOL,TN,Chicago,"Williams,Ly",0.008,48.198,91,FALSE,-82.1819,36.5686,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
1089,43.586,121,12,9844,3.652,1.316,4654567,42.583,0.167,0,0.2,0.25,1,0.333,0.333,0.5,0.286,49.44,1,1,0,0,22.222,43.997,B,FALSE,440018,Premier Inc,Sycamore Shoals Hospital,B,B,B,FALSE,FALSE,FALSE,B,,,-1,,FALSE,37643,Ballad Health,963398,ELIZABETHTON,TN,Carolinas,"Hubbard,Ad",0.04,159.684,18,FALSE,-82.2015,36.3445,"(1001.0, 5000.0]","(0.0, 48.525]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(39.828, 63.414]","(10.0, 12.618]"
354.5,48.35,68,3.359,3682,1.81,1.137,1968585,21.597,0,0,0,0,1,0,0.333,0,0,36.667,1,1,0,0,17.778,32.889,D,FALSE,440001,Premier Inc,Unicoi County Memorial Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,37650,Ballad Health,963398,ERWIN,TN,Carolinas,"Hubbard,Ad",0.022,159.684,18,FALSE,-82.4163,36.1342,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
1752.5,48.366,148,10.333,11759,4.86,1.731,5305508,33.917,0.167,0,0.2,0.25,1,0.333,0.333,0,0.286,46.94,1,1,0,0,26.667,42.886,C,FALSE,440176,Premier Inc,Indian Path Medical Center,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,37660,Ballad Health,963398,KINGSPORT,TN,Chicago,"Williams,Ly",0.049,159.684,18,FALSE,-82.5618,36.5484,"(1001.0, 5000.0]","(0.0, 48.525]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(10.0, 12.618]"
4744.125,57.525,290,3.359,4868.682,4.798,1.867,23778423,21.597,0.167,0.333,0.6,0,1,0.333,0,0,0,48.5,1,0,0,0,35.556,45.911,B,FALSE,440017,,Holston Valley Medical Center (FKA Wellmont Holston Valley Medical Center),B,B,B,FALSE,FALSE,FALSE,B,,,-1,,FALSE,37660,Ballad Health,963398,KINGSPORT,TN,Chicago,"Williams,Ly",0.096,159.684,18,FALSE,-82.5618,36.5484,"(1001.0, 5000.0]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,56.128,50,3.359,4438,7.992,1.101,1852769,24.583,0,0.333,0,0,0,0,0.333,0,0,35,1,0,0,1,13.333,30.667,D,FALSE,443027,Vizient,Healthsouth Rehab Hospital Of Kingsport,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,37660,Encompass Health Corporation (FKA HealthSouth),7277,KINGSPORT,TN,Chicago,"Williams,Ly",0.006,69.202,119,FALSE,-82.5618,36.5484,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,37.578,2,3.359,3221,0,0.95,106913,21.597,0,0,0,0,1,0,0.333,0,0,36.667,1,1,0,0,4.444,30.222,D,FALSE,441304,Premier Inc,Johnson County Community Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,37683,Ballad Health,963398,MOUNTAIN CITY,TN,Carolinas,"Hubbard,Ad",0.001,159.684,18,FALSE,-81.814,36.4657,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
1774.5,48.12,100,9.5,6926,3.454,1.414,3718461,37.5,0.167,0,0,0.25,1,0.333,0.333,0,0.143,43.512,1,1,0,0,22.222,39.254,C,FALSE,440050,Premier Inc,Takoma Regional Hospital,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,37743,Ballad Health,963398,GREENEVILLE,TN,Atlanta,OTHER,0.033,159.684,18,FALSE,-82.8692,36.1316,"(1001.0, 5000.0]","(0.0, 48.525]","(3.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
2381,47.112,230,14.5,4766,4.01,1.431,8648920,38.5,0.167,0,0.4,0,1,0.333,0,0,0.429,47.452,1,1,0,0,31.111,44.184,B,FALSE,440025,Premier Inc,Laughlin Memorial Hospital,B,B,B,FALSE,FALSE,FALSE,B,,,-1,,FALSE,37745,Ballad Health,963398,GREENEVILLE,TN,Atlanta,OTHER,0.076,159.684,18,FALSE,-82.8238,36.2455,"(1001.0, 5000.0]","(0.0, 48.525]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(12.618, 14.957]"
1251.75,45.242,52,5,5158,3.244,1.329,2226630,35.25,0.167,0,0,0,1,0.333,0.333,0,0,40.833,1,0,1,1,13.333,35.333,C,FALSE,440031,"Intalere (FKA: Amerinet), Vizient",Roane Medical Center,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,37748,Covenant Health,4749,HARRIMAN,TN,Atlanta,OTHER,0.032,160.6,10,FALSE,-84.5155,35.9348,"(1001.0, 5000.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
1695.25,52.94,58,14.667,3222,3.064,1.369,2098077,36.917,0.167,0.333,0,0,1,0.333,0.333,0,0.429,18.452,0,0,0,0,13.333,17.429,D,FALSE,440056,"HealthTrust Purchasing Group (HPG), Magnet Group",Tennova Healthcare - Jefferson Memorial Hospital,D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,37760,Tennova Healthcare,7247,JEFFERSON CITY,TN,Atlanta,OTHER,0.029,144.643,14,FALSE,-83.481,36.1163,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(12.618, 14.957]"
904.25,35.219,37,3.359,964,2.846,1.242,1412278,46.25,0,0,0,0,1,0.333,0.333,0.5,0,10.833,0,0,0,0,8.889,10.444,D,FALSE,440180,"HealthTrust Purchasing Group (HPG), Magnet Group",Jellico Community Hospital,D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,37762,Community Hospital Corporation (CHC),550021,JELLICO,TN,Atlanta,OTHER,0.032,82.571,14,FALSE,-84.126,36.577,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(39.828, 63.414]","(0.0, 5.0]"
1147.75,36.664,164,18.667,5265,5.28,1.262,4732812,30.667,0.167,0,0.4,0,1,0.333,0.333,0,0.714,21.976,0,0,0,0,26.667,22.914,D,FALSE,440033,HealthTrust Purchasing Group (HPG),Tennova Healthcare - LaFollette Medical Center (FKA: St Marys Medical Center Of Campbell County),D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,37766,Tennova Healthcare,7247,LA FOLLETTE,TN,Atlanta,OTHER,0.081,144.643,14,FALSE,-84.0907,36.4248,"(1001.0, 5000.0]","(0.0, 48.525]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(16.546, 20.0]"
1295.5,74.323,30,18,2735,3.674,1.495,2111645,59,0.167,0.333,0,0,1,0.333,0.333,0.5,0.714,53.81,1,0,1,1,8.889,44.825,B,FALSE,440110,"Intalere (FKA: Amerinet), Vizient",Fort Loudoun Medical Center,B,B,B,FALSE,FALSE,FALSE,B,,,-1,,FALSE,37772,Covenant Health,4749,LENOIR CITY,TN,Atlanta,OTHER,0.019,160.6,10,FALSE,-84.2188,35.7883,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(39.828, 63.414]","(16.546, 20.0]"
2262.75,53.359,128,12.667,8560,4.23,1.442,6605067,28.833,0.167,0.333,0.2,0.25,1,0.333,0,0,0.429,50.036,1,0,0,1,26.667,45.362,B,FALSE,440030,Vizient,Morristown-Hamblen Healthcare System,B,B,B,FALSE,FALSE,FALSE,B,,,-1,,FALSE,37814,Covenant Health,4749,MORRISTOWN,TN,Atlanta,OTHER,0.08,160.6,10,FALSE,-83.3119,36.2248,"(1001.0, 5000.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(12.618, 14.957]"
871.625,53.359,135,3.359,8560,4.154,1.413,2275724,8.125,0,0.333,0.2,0.25,1,0.333,0.333,0,0,14.917,0,0,0,0,26.667,17.267,D,FALSE,440067,HealthTrust Purchasing Group (HPG),Tennova Healthcare - Lakeway Regional Hospital,D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,37814,Tennova Healthcare,7247,MORRISTOWN,TN,Atlanta,OTHER,0.067,144.643,14,FALSE,-83.3119,36.2248,"(0.0, 1001.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
