Num_Of_OP_Claims_Total,income,beds,Weighted_Safety_Domain_Score,households,ip_avg_stay,cmi_recent_value,ip_total_costs,Total_Performance_Score,Num_Of_OP_Claims_Total_score,income_score,beds_score,households_score,ip_avg_stay_score,cmi_recent_value_score,ip_total_costs_score,Total_Performance_Score_score,Weighted_Safety_Domain_Score_score,model_score,GPO_Text__c_Vizient_score,is_preimer,is_intalere,is_vazient,beds_score_size,Account_id_x,Provider_Number_x,Definitive_ID,Customer_ID,initial_score,score_label,is_kids_hospital,Provider_Number_y,GPO_Affiliations,Hospital_Name,post_state_score_label,post_state_applied,post_HealthTrust_score_label,post_HealthTrust_applied,post_Vazient_and_kids_score_label,post_Vazient_and_kids_applied,final_score,Account_id_y,first_year_month_transaction,Daily_Revenue_mean_2018,Daily_Revenue_sum_2018,Total_Daily_Revenue,is_quva_customer,Provider_Number,Zip_Code,IDN,Definitive_IDN_ID,City,State_y,Territory,Assigned_Name,weighted_score,idn_average_beds,Number_of_Hospitals,idn_final_score_label,is_independent,Pharmacy_Costs,Provider_ID,Total_Costs,Total_Charges,Pharmacy_Total_Cost,Longitude,Latitude,Num_Of_OP_Claims_Total_bucket,income_bucket,beds_bucket,households_bucket,ip_avg_stay_bucket,cmi_recent_value_bucket,ip_total_costs_bucket,Total_Performance_Score_bucket,Weighted_Safety_Domain_Score_bucket
0,55.457,4,0,12452,1,1.861,0,0,0,0.333,0,0.25,1,0.333,0,0,0,41.25,1,1,0,1,11.111,,670102,575811,nan,35.222,D,FALSE,670102,"Premier Inc, Vizient",Advanced Diagnostics Hospital East (FKA:Victory Surgical Hospital East Houston),D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,670102,77015,,-1,HOUSTON,TX,Houston,"Elliot, Er",,,,,TRUE,,670102,8398083,34116007,170619,-95.1852,29.7853,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
160,55.374,257,19.111,3358,3,1.3,49221170,40.778,0,0.333,0.5,0,1,0.333,0,0.5,0.714,24.643,0,0,0,0,88.889,,450674,3995,10124,37.492,C,FALSE,450674,HealthTrust Purchasing Group (HPG),Womans Hospital Of Texas,C,FALSE,D,TRUE,C,FALSE,D,,,,,,FALSE,450674,77054,HCA Healthcare Gulf Coast Division,780655,HOUSTON,TX,Houston,"Elliot, Er",0.084,2892,15,D,FALSE,,450674,219971404,1687878096,0,-95.4017,29.6852,"(0.0, 1001.0]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(39.828, 63.414]","(16.546, 20.0]"
0,56.128,148,0,4438,2,1.076,2681806,24.583,0,0.333,0.25,0,1,0,0.333,0,0,12.5,0,0,0,0,55.556,,454139,864734,nan,21.111,D,FALSE,454139,,SUN Behavorial  - Houston,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,454139,77054,SUN Behavioral Health,842996,HOUSTON,TX,Houston,"Elliot, Er",0.24,616,4,D,FALSE,335634,454139,13115896,23682270,335245,-95.4017,29.6852,"(0.0, 1001.0]","(48.525, 80.564]","(100.0, 150.0]","(0.0, 5323.096]","(6.546, 10.75]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
1878,79.515,178,5,3766,4,1.514,11068985,27.583,0.167,0.333,0.375,0,1,0.333,0,0,0,46.25,1,0,0,1,77.778,,450709,3992,nan,52.556,B,FALSE,450709,Vizient,Houston Methodist St John Hospital (FKA Christus St John Hospital),B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,450709,77058,Houston Methodist (FKA Methodist Hospital System),7021,HOUSTON,TX,Houston,"Elliot, Er",0.1,1625,9,B,FALSE,,450709,122278149,691059164,0,-95.0998,29.5716,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
1123,89.85,181,13.333,7177,4,1.456,20561211,32.25,0.167,0.667,0.375,0.25,1,0.333,0,0,0.429,25.119,0,0,0,0,77.778,,450716,3993,nan,35.651,D,FALSE,450716,HealthTrust Purchasing Group (HPG),Cypress Fairbanks Medical Center,D,FALSE,D,TRUE,D,FALSE,D,,,,,,FALSE,450716,77065,HCA Healthcare Gulf Coast Division,780655,HOUSTON,TX,Houston,"Elliot, Er",0.059,2892,15,D,FALSE,6303012,450716,154187427,1005056657,6141814,-95.6106,29.9319,"(1001.0, 5000.0]","(80.564, 141.836]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(12.618, 14.957]"
0,56.128,158,0,4438,21,0.995,10755395,24.583,0,0.333,0.375,0,0,0,0,0,0,37.083,1,0,0,1,66.667,,452039,5909,nan,43,C,FALSE,452039,Vizient,Kindred Hospital Houston Northwest,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,452039,77065,Kindred Healthcare,7048,HOUSTON,TX,Houston,"Elliot, Er",0.017,6824,83,D,FALSE,1374062,452039,53623547,301258308,1292370,-95.6106,29.9319,"(0.0, 1001.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(6.546, 10.75]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,56.128,60,0,4438,7,1.165,3285167,24.583,0,0.333,0.125,0,0,0,0.333,0,0,36.25,1,0,0,1,33.333,,673050,542080,nan,35.667,D,FALSE,673050,Vizient,Healthsouth Rehabilitation Hospital Of Cypress,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,673050,77065,Encompass Health Corporation (FKA HealthSouth),7277,HOUSTON,TX,Houston,"Elliot, Er",0.006,9681,130,D,FALSE,,673050,19967305,42136010,0,-95.6106,29.9319,"(0.0, 1001.0]","(48.525, 80.564]","(50.0, 100.0]","(0.0, 5323.096]","(6.546, 10.75]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
4031,94.3,313,8.667,8816,6,1.667,42590924,40.75,0.167,0.667,0.5,0.25,1,0.333,0,0.5,0.143,56.012,1,0,0,1,88.889,,450844,4009,nan,62.587,A,FALSE,450844,Vizient,Houston Methodist Willowbrook Hospital (FKA Methodist Willowbrook Hospital),A,FALSE,A,FALSE,A,FALSE,A,,,,,,FALSE,450844,77070,Houston Methodist (FKA Methodist Hospital System),7021,HOUSTON,TX,Houston,"Elliot, Er",0.176,1625,9,B,FALSE,,450844,350574875,2071934012,0,-95.5803,29.9781,"(1001.0, 5000.0]","(80.564, 141.836]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(39.828, 63.414]","(5.0, 10.0]"
1161,94.3,86,6,8816,5,1.576,9074578,22,0.167,0.667,0.125,0.25,1,0.333,0,0,0.143,49.762,1,0,0,1,33.333,,670075,274130,nan,46.476,C,FALSE,670075,Vizient,CHI St Lukes Health - The Vintage Hospital,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,670075,77070,CHI St Lukes Health (FKA St Lukes Episcopal Health System),274128,HOUSTON,TX,Houston,"Elliot, Er",0.055,1554,8,D,FALSE,,670075,75503197,318089937,0,-95.5803,29.9781,"(1001.0, 5000.0]","(80.564, 141.836]","(50.0, 100.0]","(5323.096, 15075.413]","(6.546, 10.75]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
0,56.128,40,0,4438,6,1.11,2201768,24.583,0,0.333,0,0,1,0,0.333,0,0,40,1,0,0,1,22.222,,673052,552452,nan,36.444,C,FALSE,673052,Vizient,HealthSouth Rehabilitation Hospital of Vintage Park (FKA Reliant Northwest Houston),C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,673052,77070,Encompass Health Corporation (FKA HealthSouth),7277,HOUSTON,TX,Houston,"Elliot, Er",0.004,9681,130,D,FALSE,,673052,20812032,27513983,0,-95.5803,29.9781,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,16.25,0,0,0,0,55.556,,670118,873540,nan,24.111,D,FALSE,670118,,First Texas Hospital (AKA Adeptus Health),D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,670118,77070,,-1,HOUSTON,TX,Houston,"Elliot, Er",,,,,TRUE,1300734,,,,,-95.5803,29.9781,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,69.774,40,0,8647,0,0,2023637,0,0,0.333,0,0.25,1,0,0.333,0,0,41.25,1,1,0,1,22.222,,453309,552446,nan,37.444,C,TRUE,453309,"Premier Inc, Provista, Vizient",Nexus Childrens Hospital - Houston Campus (FKA Healthbridge Childrens Hospital - West Houston),C,FALSE,C,FALSE,B,TRUE,B,,,,,,FALSE,453309,77082,Nexus Health Systems,552445,HOUSTON,TX,Houston,"Elliot, Er",0.085,468,5,D,FALSE,,453309,13745803,31860150,595813,-95.6285,29.7223,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(5323.096, 15075.413]","(6.546, 10.75]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,16.25,0,0,0,0,55.556,,450644,4002,nan,24.111,D,FALSE,450644,HealthTrust Purchasing Group (HPG),West Houston Medical Center,D,FALSE,D,TRUE,D,FALSE,D,,,,,,FALSE,450644,77082,HCA Healthcare Gulf Coast Division,780655,HOUSTON,TX,Houston,"Elliot, Er",0.051,2892,15,D,FALSE,,,,,,-95.6285,29.7223,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
428,35.333,113,0,6143,6,1.489,2098680,0,0,0,0.25,0.25,1,0.333,0.333,0,0,42.083,1,0,1,1,44.444,,450803,4004,nan,42.556,C,FALSE,450803,"Intalere (FKA: Amerinet), Provista, Magnet Group, Vizient",United Memorial Medical Center (FKA Doctors Hospital),C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,450803,77091,,-1,HOUSTON,TX,Houston,"Elliot, Er",,,,,TRUE,576957,450803,26085248,91003469,576957,-95.4435,29.8534,"(0.0, 1001.0]","(0.0, 48.525]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
3439,164.437,193,8,2179,5,1.724,26024458,28.083,0.167,1,0.375,0,1,0.333,0,0,0.143,54.345,1,0,0,1,88.889,,670077,274206,nan,61.254,A,FALSE,670077,Vizient,Houston Methodist West Hospital (FKA Methodist West Houston Hospital),A,FALSE,A,FALSE,A,FALSE,A,,,,,,FALSE,670077,77094,Houston Methodist (FKA Methodist Hospital System),7021,HOUSTON,TX,Houston,"Elliot, Er",0.108,1625,9,B,FALSE,,670077,240333683,1175242377,0,-95.7107,29.7705,"(1001.0, 5000.0]","(141.836, 176.893]","(150.0, 254.456]","(0.0, 5323.096]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
2550,164.437,158,3.281,2179,5,1.401,16946149,21.536,0.167,1,0.375,0,1,0.333,0,0,0,52.917,1,0,0,1,66.667,,453304*,581832,9451,55.667,B,TRUE,453304*,Vizient,Texas Childrens Hospital West Campus,B,FALSE,B,FALSE,A,TRUE,A,,,,,,FALSE,453304*,77094,Texas Childrens Hospital,550179,HOUSTON,TX,Houston,"Elliot, Er",0.046,3128,7,A,FALSE,,,,,,-95.7107,29.7705,"(1001.0, 5000.0]","(141.836, 176.893]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,79.65,30,0,4277,2,1.067,4302897,0,0,0.333,0,0,1,0,0.333,0,0,40,1,0,0,1,11.111,,670093,552493,nan,34.222,D,FALSE,670093,"Provista, Vizient",Aspire Behavioral Health Of Conroe (AKA Aspire Hospital Behavioral Health),D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,670093,77304,,-1,CONROE,TX,Houston,"Elliot, Er",,,,,TRUE,,670093,10294228,39207464,0,-95.5285,30.3217,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(6.546, 10.75]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,56.128,41,0,4438,19,0.963,3427177,24.583,0,0.333,0,0,0,0,0.333,0,0,35,1,0,1,1,22.222,,452107,5120,nan,32.444,D,FALSE,452107,"Intalere (FKA: Amerinet), Vizient",Cornerstone Hospital of Conroe,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,452107,77304,Cornerstone Healthcare Group,7087,CONROE,TX,Houston,"Elliot, Er",0.026,1102,19,D,FALSE,384927,452107,13975213,95145196,372411,-95.5285,30.3217,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,16.25,0,0,0,0,55.556,,450222,4094,nan,24.111,D,FALSE,450222,HealthTrust Purchasing Group (HPG),Conroe Regional Medical Center,D,FALSE,D,TRUE,D,FALSE,D,,,,,,FALSE,450222,77304,HCA Healthcare Gulf Coast Division,780655,CONROE,TX,Houston,"Elliot, Er",0.051,2892,15,D,FALSE,,,,,,-95.5285,30.3217,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,54.642,4,0,7926,0,0,0,0,0,0.333,0,0.25,1,0,0,0,0,9.583,0,0,0,0,11.111,,670115,868530,nan,9.889,D,FALSE,670115,,Cleveland Emergency Hospital,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,670115,77327,Cleveland Emergency Hospital System,941227,CLEVELAND,TX,Houston,"Elliot, Er",0.025,160,2,D,FALSE,,670115,12305605,220416840,0,-95.0202,30.33,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(5323.096, 15075.413]","(6.546, 10.75]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,16.25,0,0,0,0,55.556,,000nan,941228,nan,24.111,D,FALSE,000nan,,Texas Rural Hospital,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,000nan,77327,Cleveland Emergency Hospital System,941227,CLEVELAND,TX,Houston,"Elliot, Er",0.975,160,2,D,FALSE,,000nan,263793813,1004965429,11524023,-95.0202,30.33,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
3150,57.442,93,6.333,4990,5,1.404,8626440,18.917,0.167,0.333,0.125,0,1,0.333,0,0,0.143,15.179,0,0,0,0,44.444,,450347,4178,nan,21.032,D,FALSE,450347,HealthTrust Purchasing Group (HPG),Huntsville Memorial Hospital,D,FALSE,D,TRUE,D,FALSE,D,,,,,,FALSE,450347,77340,,-1,HUNTSVILLE,TX,Houston,"Elliot, Er",,,,,TRUE,,450347,83278242,376125115,0,-95.5798,30.6448,"(1001.0, 5000.0]","(48.525, 80.564]","(50.0, 100.0]","(0.0, 5323.096]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
0,82.392,8,0,9223,0,0,0,0,0,0.667,0,0.25,1,0,0,0,0,42.917,1,0,1,1,11.111,,670095,585416,nan,36.556,C,FALSE,670095,"Intalere (FKA: Amerinet), Vizient",Memorial Hermann Tomball Hospital (FKA Emerus Tomball Emerus Community Hospital - Tomball),C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,670095,77375,Memorial Hermann Health System,7017,TOMBALL,TX,Houston,"Elliot, Er",0.001,4168,23,B,FALSE,,670095,7582211,21362850,0,-95.6201,30.0739,"(0.0, 1001.0]","(80.564, 141.836]","(3.0, 50.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
2988,82.392,326,5.333,9223,6,1.571,22288763,37.167,0.167,0.667,0.5,0.25,1,0.333,0,0,0.143,23.512,0,0,0,0,100,,450670,4000,nan,38.81,C,FALSE,450670,HealthTrust Purchasing Group (HPG),Tomball Regional Medical Center,C,FALSE,D,TRUE,C,FALSE,D,,,,,,FALSE,450670,77375,HCA Healthcare Gulf Coast Division,780655,TOMBALL,TX,Houston,"Elliot, Er",0.107,2892,15,D,FALSE,7871912,450670,153274619,1049148613,7871912,-95.6201,30.0739,"(1001.0, 5000.0]","(80.564, 141.836]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
0,56.128,258,0,4438,22,1.087,15731166,24.583,0,0.333,0.5,0,0,0,0,0,0,38.333,1,0,0,1,88.889,,452074,542043,nan,48.444,C,FALSE,452074,Vizient,Kindred Hospital Tomball,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,452074,77375,Kindred Healthcare,7048,TOMBALL,TX,Houston,"Elliot, Er",0.027,6824,83,D,FALSE,,452074,78766974,553023001,1950874,-95.6201,30.0739,"(0.0, 1001.0]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
1650,52.941,58,0,6288,4,1.288,3922287,29.062,0.167,0.333,0.125,0.25,1,0.333,0.333,0,0,16.667,0,0,0,0,33.333,,450465,4085,nan,20,D,FALSE,450465,"HealthTrust Purchasing Group (HPG), Magnet Group",Matagorda Regional Medical Center,D,FALSE,D,TRUE,D,FALSE,D,,,,,,FALSE,450465,77414,,-1,BAY CITY,TX,Houston,"Elliot, Er",,,,,TRUE,,450465,47006257,138428441,0,-95.9173,28.8636,"(1001.0, 5000.0]","(48.525, 80.564]","(50.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
765,62.841,32,0,2471,2,1.003,601100,0,0,0.333,0,0,1,0,0.333,0,0,40,1,0,0,1,11.111,,450253,3844,nan,34.222,D,FALSE,450253,"Magnet Group, Vizient",CHI St Joseph Health Bellville Hospital (FKA Bellville General Hospital),D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,450253,77418,CHI St Joseph Health System,542002,BELLVILLE,TX,Houston,"Elliot, Er",0.133,240,5,D,FALSE,,450253,13416438,31088771,0,-96.2531,29.9658,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(6.546, 10.75]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,38.949,21,0,1293,1,1.061,794651,0,0,0,0,0,1,0,0.333,0,0,36.667,1,0,0,1,11.111,,451312,5285,nan,31.556,D,FALSE,451312,"Magnet Group, Vizient, FirstChoice Cooperative",Rice Medical Center,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,451312,77434,Critical Access Healthcare,842969,EAGLE LAKE,TX,Houston,"Elliot, Er",0.457,46,2,D,FALSE,,451312,9178831,13326447,0,-96.3354,29.5842,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
971,48.665,26,0,4226,2,1.09,1262137,0,0,0.333,0,0,1,0,0.333,0,0,40,1,1,0,0,11.111,,450694,4183,nan,34.222,D,FALSE,450694,"Premier Inc, FirstChoice Cooperative",El Campo Memorial Hospital,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,450694,77437,,-1,EL CAMPO,TX,Houston,"Elliot, Er",,,,,TRUE,,450694,14255589,33516262,0,-96.2743,29.2008,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,50.941,17,0,1768,1,0.962,612586,0,0,0.333,0,0,1,0,0.333,0,0,10,0,0,0,0,11.111,,451332,6188,nan,10.222,D,FALSE,451332,FirstChoice Cooperative,Palacios Community Medical Center,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,451332,77465,,-1,PALACIOS,TX,Houston,"Elliot, Er",,,,,TRUE,,451332,4503569,6503592,0,-96.2154,28.715,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
5596,131.564,319,8.333,14771,6,1.791,43126255,48.917,0.333,0.667,0.5,0.25,1,0.333,0,0.5,0.143,58.512,1,0,0,1,88.889,,450820,3967,nan,64.587,A,FALSE,450820,Vizient,Houston Methodist Sugar Land Hospital (FKA Methodist Sugar Land Hospital),A,FALSE,A,FALSE,A,FALSE,A,,,,,,FALSE,450820,77479,Houston Methodist (FKA Methodist Hospital System),7021,SUGAR LAND,TX,Houston,"Elliot, Er",0.179,1625,9,B,FALSE,,450820,341789277,1749487085,0,-95.6066,29.5785,"(5000.0, 9140.479]","(80.564, 141.836]","(254.456, 1532.489]","(5323.096, 15075.413]","(6.546, 10.75]","(1.185, 1.897]","(15070.302, 6021665.45]","(39.828, 63.414]","(5.0, 10.0]"
357,131.564,6,0,14771,0,2.173,3065470,57.273,0,0.667,0,0.25,1,0.667,0.333,0.5,0,20.417,0,0,0,0,11.111,,450860,3966,nan,18.556,D,FALSE,450860,HealthTrust Purchasing Group (HPG),Memorial Hermann Surgical Hospital - First Colony (FKA Sugar Land Surgical Hospital),D,FALSE,D,TRUE,D,FALSE,D,,,,,,FALSE,450860,77479,Memorial Hermann Health System,7017,SUGAR LAND,TX,Houston,"Elliot, Er",0.001,4168,23,B,FALSE,,450860,25447359,95343248,0,-95.6066,29.5785,"(0.0, 1001.0]","(80.564, 141.836]","(3.0, 50.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.897, 2.489]","(15070.302, 6021665.45]","(39.828, 63.414]","(0.0, 5.0]"
0,131.564,7,0,14771,0,0.743,0,0,0,0.667,0,0.25,1,0,0,0,0,42.917,1,0,1,1,11.111,,670058,550024,nan,36.556,C,FALSE,670058,"Intalere (FKA: Amerinet), Health Resource Services, Vizient",Memorial Hermann First Colony Hospital (FKA Emerus Sugar Land Emerus Hospital - Sugarland),C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,670058,77479,Memorial Hermann Health System,7017,SUGAR LAND,TX,Houston,"Elliot, Er",0.001,4168,23,B,FALSE,,670058,5161127,20198745,0,-95.6066,29.5785,"(0.0, 1001.0]","(80.564, 141.836]","(3.0, 50.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,56.128,169,0,4438,23,1.069,10757556,24.583,0,0.333,0.375,0,0,0,0,0,0,37.083,1,0,0,1,77.778,,452080,5898,nan,45.222,C,FALSE,452080,Vizient,Kindred Hospital Sugar Land,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,452080,77479,Kindred Healthcare,7048,SUGAR LAND,TX,Houston,"Elliot, Er",0.018,6824,83,D,FALSE,1337765,452080,49604797,349038143,1390160,-95.6066,29.5785,"(0.0, 1001.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,46.25,1,0,0,1,55.556,,450848,3965,nan,48.111,C,FALSE,450848,Vizient,Memorial Hermann Sugar Land Hospital,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,450848,77479,Memorial Hermann Health System,7017,SUGAR LAND,TX,Houston,"Elliot, Er",0.028,4168,23,B,FALSE,3763880,,,,,-95.6066,29.5785,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(6.546, 10.75]","(1.185, 1.897]","(0.0, 164.197]","(0.0, 39.828]","(0.0, 5.0]"
0,64.806,14,0,2152,1,1.139,1087462,0,0,0.333,0,0,1,0,0.333,0,0,40,1,0,1,1,11.111,,451311,5661,nan,34.222,D,FALSE,451311,"Intalere (FKA: Amerinet), Vizient, FirstChoice Cooperative",Sweeny Community Hospital,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,451311,77480,,-1,SWEENY,TX,Houston,"Elliot, Er",,,,,TRUE,,451311,14800952,21771281,0,-95.7004,29.0415,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,58.031,37,0,5019,0,2.518,503818,0,0,0.333,0,0,1,1,0.333,0,0,45,1,0,0,1,22.222,,450831,4010,nan,40.444,C,FALSE,450831,Vizient,Surgery Specialty Hospitals Of America,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,450831,77504,,-1,PASADENA,TX,Houston,"Elliot, Er",,,,,TRUE,,450831,9274866,22499819,0,-95.1885,29.6501,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(2.489, 2.921]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
